title,originallink,link,description,pubDate
'잠실 빅보이' 화려하게 복귀하다...이재원 투런포+송찬의 솔로포+임찬...,http://www.osen.co.kr/article/G1112795939,https://m.sports.naver.com/kbaseball/article/109/0005528700,프로<b>야구</b> LG 트윈스가 두산 베어스를 꺾고 2연승을 거뒀다. LG는 6일 서울 잠실구장에서 열린 2026 KBO리그 두산과 경기에서 6-1로 승리했다. 이날 1군에 콜업된 이재원이 선제 투런 홈런을 터뜨리며 4타수 2안타 2타점을... ,"Wed, 06 May 2026 21:22:00 +0900"
김윤식-박동원 '승리 하이파이브'[포토],https://www.xportsnews.com/article/2145604,https://m.sports.naver.com/kbaseball/article/311/0002007790,"6일 오후 서울 송파구 잠실<b>야구</b>장에서 열린 '2026 신한 SOL Bank KBO리그' 두산 베어스와 LG 트윈스의 경기, LG가 선발투수 임찬규의 6이닝 1실점 호투에 힘입어 6:1의 스코어로 승리하며 위닝 시리즈를 확보했다.... ","Wed, 06 May 2026 21:22:00 +0900"
"KT-롯데전 열린 수원 구장, 쓰레기 분리 수거장 화재로 23분 중단",https://www.chosun.com/sports/baseball/2026/05/06/PJMRH3TZRBBF7LTSIE67QFG4MA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://m.sports.naver.com/kbaseball/article/023/0003974944,"KT 측은 “<b>야구</b>장 1루 옆 주차장 인근에 쓰레기를 모아 둔 분리 수거장에서 실화로 추정되는 불이 났다. 119에 화재 신고를 해 소방차 두 대가 출동, 불을 껐다”고 밝혔다. 약 20분 뒤 불이 꺼지고, 연기가 잦아들자... ","Wed, 06 May 2026 21:22:00 +0900"
'잠실 빅보이' 화려하게 복귀하다...이재원 투런포+송찬의 솔로포+임찬...,http://www.osen.co.kr/article/G1112795939,https://m.sports.naver.com/kbaseball/article/109/0005528700,프로<b>야구</b> LG 트윈스가 두산 베어스를 꺾고 2연승을 거뒀다. LG는 6일 서울 잠실구장에서 열린 2026 KBO리그 두산과 경기에서 6-1로 승리했다. 이날 1군에 콜업된 이재원이 선제 투런 홈런을 터뜨리며 4타수 2안타 2타점을... ,"Wed, 06 May 2026 21:22:00 +0900"
"'임찬규 호투+송찬의·이재원 홈런포' LG, 두산 꺾고 위닝시리즈 확보",http://www.stoo.com/article.php?aid=106501237767,http://www.stoo.com/article.php?aid=106501237767,LG는 6일 잠실<b>야구</b>장에서 열린 2026 신한 SOL KBO리그 두산과의 홈 경기에서 6-1로 승리했다. 이로써 연승에 성공한 LG는 21승 11패를 기록하며 선두 KT를 바짝 추격했다. 연패에 빠진 두산은 14승 1무 18패가 됐다. LG... ,"Wed, 06 May 2026 21:22:00 +0900"
LG '기분 좋은 승리'[포토],https://www.xportsnews.com/article/2145605,https://m.sports.naver.com/kbaseball/article/311/0002007791,"6일 오후 서울 송파구 잠실<b>야구</b>장에서 열린 '2026 신한 SOL Bank KBO리그' 두산 베어스와 LG 트윈스의 경기, LG가 선발투수 임찬규의 6이닝 1실점 호투에 힘입어 6:1의 스코어로 승리하며 위닝 시리즈를 확보했다.... ","Wed, 06 May 2026 21:22:00 +0900"
"[포토] 김윤식, 고마운 야수진에 폴더인사",https://www.sportschosun.com/baseball/2026-05-06/202605060100031860002087,https://m.sports.naver.com/kbaseball/article/076/0004402710,6일 잠실<b>야구</b>장에서 열린 두산과 LG의 경기. LG가 6대1로 승리했다. 김윤식이 외야진에게 허리를 숙여 인사하고 있다. 잠실=허상욱 기자 /2026.05.06/,"Wed, 06 May 2026 21:21:00 +0900"
"잠실 빅보이가 해냈다!…‘이재원 935일 만에 홈런+임찬규 역투’ LG, 연...",https://www.mk.co.kr/article/12038072,https://m.sports.naver.com/kbaseball/article/410/0001123520,염경엽 감독이 이끄는 LG 트윈스는 6일 서울 잠실<b>야구</b>장에서 열린 2026 프로<b>야구</b> KBO리그 정규시즌 홈 경기에서 김원형 감독의 두산 베어스를 6-1로 격파했다. 이로써 3연전 위닝시리즈를 확정한 LG는 21승 11패를... ,"Wed, 06 May 2026 21:21:00 +0900"
"'류현진 6이닝 8K' 한화, 올 시즌 KIA전 4연패 뒤 첫 승리",https://www.news1.kr/sports/baseball/6158768,https://m.sports.naver.com/kbaseball/article/421/0008929822,프로<b>야구</b> 한화 이글스가 KIA 타이거즈에 올 시즌 첫 승리를 거뒀다. 한화는 6일 광주 기아 챔피언스필드에서 열린 2026 신한 SOL뱅크 KBO리그 KIA와의 원정 경기에서 7-2로 이겼다. 시즌 전적 13승19패가 된 한화는 꼴찌... ,"Wed, 06 May 2026 21:21:00 +0900"
"‘35개월’ 오승환子, 아빠에 완벽 투구..<b>야구</b> DNA 물려받았다 “기특+대...",http://www.osen.co.kr/article/G1112795950,https://m.entertain.naver.com/article/109/0005528695,대구 <b>야구</b> 팬분들은 서준이가 대구에서 잃어버리면 무조건 <b>야구</b>장에 데려다 줄 정도로 저랑 너무 판박이다. 확실히 좀 구수한 면이 있다”라고 애정을 드러냈다. 또 오승환은 “이렇게 자랑하는 건 웃기지만 글씨도... ,"Wed, 06 May 2026 21:20:00 +0900"
'슈돌' 오승환 &quot;아들이 <b>야구</b>한다면? 마무리 투수는 안 돼&quot;,https://www.news1.kr/entertain/broadcast-tv/6158671,https://m.entertain.naver.com/article/421/0008929821,6일 오후 방송된 KBS 2TV 예능 프로그램 '슈퍼맨이 돌아왔다'에서는 전 <b>야구</b> 선수 오승환이 생후 35개월 아들 서준이와 함께 등장했다. 이들 부자는 처음으로 <b>야구</b>장을 찾아 경기를 지켜봤다. 지난해 은퇴한 오승환은... ,"Wed, 06 May 2026 21:20:00 +0900"
"‘35개월’ 오승환子, 아빠에 완벽 투구..<b>야구</b> DNA 물려받았다 “기특+대...",http://www.osen.co.kr/article/G1112795950,https://m.entertain.naver.com/article/109/0005528695,대구 <b>야구</b> 팬분들은 서준이가 대구에서 잃어버리면 무조건 <b>야구</b>장에 데려다 줄 정도로 저랑 너무 판박이다. 확실히 좀 구수한 면이 있다”라고 애정을 드러냈다. 또 오승환은 “이렇게 자랑하는 건 웃기지만 글씨도... ,"Wed, 06 May 2026 21:20:00 +0900"
외부 화재로 연기 유입…수원 롯데-KT전 7회 23분간 경기 중단,https://www.newsis.com/view/NISX20260506_0003619207,https://m.sports.naver.com/kbaseball/article/003/0013929406,<b>야구</b>장 외부에서 발생한 화재로 경기가 지연되는 돌발 상황이 발생했다. 6일 수원 KT위즈파크에서 벌어진 2026 신한 쏠 KBO리그 롯데 자이언츠와 KT 위즈의 경기는 7회 약 23분간 중단됐다. 롯데가 6-1로 앞서던 이날 경기... ,"Wed, 06 May 2026 21:20:00 +0900"
"문보경이 빠지자 이재원 송찬의가 터졌다, '두산킬러' 임찬규 시즌 2승...",https://www.sportschosun.com/baseball/2026-05-06/202605060100031830002085,https://m.sports.naver.com/kbaseball/article/076/0004402709,"이재원은 6일 잠실<b>야구</b>장에서 열린 두산 베어스전에 9번 좌익수로 선발출전, 결승 투런포 포함, 4타수2안타 2타점을 기록했다. 2안타가 홈런과 2루타였다. 2회말 1사 1루에 첫 타석에 선 이재원은 두산 선발... ","Wed, 06 May 2026 21:20:00 +0900"
"'이재원 3년 만에 홈런+송찬의 7호포' LG, 두산 6-1로 꺾고 3연승 질주 [...",https://www.starnewskorea.com/sports/2026/05/06/2026050615503599026,https://m.sports.naver.com/kbaseball/article/108/0003433313,LG는 6일 서울 잠실<b>야구</b>장에서 열린 2026 신한 SOL KBO리그 정규시즌 홈 경기에서 두산에 6-1로 승리했다. 이로써 LG는 두산에 위닝시리즈를 확보하고 3연승을 달리며 21승 11패로 1위 KT 위즈(22승 11패)를 0.5경기 차로... ,"Wed, 06 May 2026 21:20:00 +0900"
결국 괴물이 패패 끊었다!…‘류현진 韓 통산 120승+심우준 3타점’ 한화...,https://www.mk.co.kr/article/12038070,https://m.sports.naver.com/kbaseball/article/410/0001123519,김경문 감독이 이끄는 한화 이글스는 6일 광주-KIA챔피언스필드에서 열린 2026 프로<b>야구</b> KBO리그 정규시즌 원정경기에서 이범호 감독의 KIA 타이거즈를 7-2로 제압했다. 이로써 2연패에서 벗어난 한화는 13승 19패를... ,"Wed, 06 May 2026 21:20:00 +0900"
"KIA, 외인에 웃고 울었다…한화전 2-7 패배",https://www.namdonews.com/news/articleView.html?idxno=909698,https://www.namdonews.com/news/articleView.html?idxno=909698,프로<b>야구</b> KIA 타이거즈가 외국인 선수들의 엇갈린 활약 속에 한화 이글스에 패했다. KIA는 6일 광주-기아챔피언스필드에서 열린 '2026 신한 SOL Bank KBO리그' 한화와의 경기에서 2-7로 졌다. 이로써 KIA는 시즌 성적 15승... ,"Wed, 06 May 2026 21:20:00 +0900"
"'패패패패' 호랑이 징크스, 120승 류현진이 풀었다...한화 7-2 설욕, KIA 아...",http://www.osen.co.kr/article/G1112795879,https://m.sports.naver.com/kbaseball/article/109/0005528689,6일 광주-기아 챔피언스필드에서 열린 2026 프로<b>야구</b> KIA 타이거즈와의 경기를 7-2로 승리했다. 올시즌 KIA전 4연패를 끊었다. 선발 류현진의 6이닝 1실점 쾌투가 원동력이었다. 심우준의 선제 결승타 포함 3타점 활약... ,"Wed, 06 May 2026 21:19:00 +0900"
송찬의 '많이 아프다',https://www.news1.kr/photos/7892557,https://m.sports.naver.com/kbaseball/article/421/0008929820,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, 8회말 1사 2,3루 상황에서 두산 김명신의 투구를 맞은 LG 송찬의가 고통스러워하고 있다. 2026.5.6... ","Wed, 06 May 2026 21:19:00 +0900"
점수 추가하며 들어온 신민재,https://www.news1.kr/photos/7892555,https://m.sports.naver.com/kbaseball/article/421/0008929819,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, LG 신민재가 8회말 1사 만루 상황에서 박해민의 희생플라이로 득점에 성공한 뒤 박동원과... ","Wed, 06 May 2026 21:18:00 +0900"
1점 추가하는 LG,https://www.news1.kr/photos/7892553,https://m.sports.naver.com/kbaseball/article/421/0008929818,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, LG 신민재가 8회말 1사 만루 상황에서 박해민의 희생플라이로 득점하고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:18:00 +0900"
수원 KT <b>야구</b>장 외부 소각장서 불...한때 경기 중단,https://www.ytn.co.kr/_ln/0103_202605062118233511,https://n.news.naver.com/mnews/article/052/0002349582?sid=102,"오늘(6일) 오후 8시 20분 경기도 수원에서 열린 롯데 자이언츠와 KT 위즈의 경기가 외부 쓰레기 소각장 화재로 잠시 중단됐습니다. 관중석과 구장 내부에 연기가 휩싸이며 심판은 경기 중단을 선언했고, 20여 분 뒤 구장 내... ","Wed, 06 May 2026 21:18:00 +0900"
1점 추가하는 LG,https://www.news1.kr/photos/7892553,https://m.sports.naver.com/kbaseball/article/421/0008929818,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, LG 신민재가 8회말 1사 만루 상황에서 박해민의 희생플라이로 득점하고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:18:00 +0900"
"송찬의, 몸에 맞는 볼",https://www.news1.kr/photos/7892552,https://m.sports.naver.com/kbaseball/article/421/0008929817,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, LG 송찬의가 8회말 1사 2,3루 상황에서 두산 김명신의 투구에 맞고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:17:00 +0900"
강백호 '노시환과 홈런 세리머니',https://www.yna.co.kr/view/PYH20260506198900054?input=1196m,https://m.sports.naver.com/kbaseball/article/001/0016061987,6일 광주기아챔피언스필드에서 열린 프로<b>야구</b> 한화 이글스와 KIA 타이거즈의 경기. 한화 강백호가 9회초에 솔로홈런을 치고 홈인하며 노시환과 세리머니 하고 있다. 2026.5.6,"Wed, 06 May 2026 21:17:00 +0900"
"홈런 친 강백호, 노시환에게 원투펀치 세리머니",https://www.yna.co.kr/view/PYH20260506198700054?input=1196m,https://m.sports.naver.com/kbaseball/article/001/0016061985,6일 광주기아챔피언스필드에서 열린 프로<b>야구</b> 한화 이글스와 KIA 타이거즈의 경기. 한화 강백호가 9회초에 솔로홈런을 치고 홈인하며 노시환과 세리머니 하고 있다. 2026.5.6,"Wed, 06 May 2026 21:17:00 +0900"
홈런 친 강백호 '노시환과 세리머니',https://www.yna.co.kr/view/PYH20260506198600054?input=1196m,https://m.sports.naver.com/kbaseball/article/001/0016061984,6일 광주기아챔피언스필드에서 열린 프로<b>야구</b> 한화 이글스와 KIA 타이거즈의 경기. 한화 강백호가 9회초에 솔로홈런을 치고 홈인하며 노시환과 세리머니 하고 있다. 2026.5.6,"Wed, 06 May 2026 21:17:00 +0900"
"홈런 친 강백호, 노시환에게 원투펀치 세리머니",https://www.yna.co.kr/view/PYH20260506199000054?input=1196m,https://m.sports.naver.com/kbaseball/article/001/0016061988,6일 광주기아챔피언스필드에서 열린 프로<b>야구</b> 한화 이글스와 KIA 타이거즈의 경기. 한화 강백호가 9회초에 솔로홈런을 치고 홈인하며 노시환과 세리머니 하고 있다. 2026.5.6,"Wed, 06 May 2026 21:17:00 +0900"
홈런 친 강백호 '노시환과 세리머니',https://www.yna.co.kr/view/PYH20260506198800054?input=1196m,https://m.sports.naver.com/kbaseball/article/001/0016061986,6일 광주기아챔피언스필드에서 열린 프로<b>야구</b> 한화 이글스와 KIA 타이거즈의 경기. 한화 강백호가 9회초에 솔로홈런을 치고 홈인하며 노시환과 세리머니 하고 있다. 2026.5.6,"Wed, 06 May 2026 21:17:00 +0900"
"[포토] 김윤식, 9회 등판 역투!",https://www.sportschosun.com/baseball/2026-05-06/202605060100031810002083,https://m.sports.naver.com/kbaseball/article/076/0004402707,6일 잠실<b>야구</b>장에서 열린 두산과 LG의 경기. 9회초 LG 김윤식이 역투하고 있다. 잠실=허상욱 기자 /2026.05.06/,"Wed, 06 May 2026 21:16:00 +0900"
김윤식 '경기 마무리는 내가'[포토],https://www.xportsnews.com/article/2145602,https://m.sports.naver.com/kbaseball/article/311/0002007789,"6일 오후 서울 송파구 잠실<b>야구</b>장에서 열린 '2026 신한 SOL Bank KBO리그' 두산 베어스와 LG 트윈스의 경기, 9회초 LG 김윤식이 역투하고 있다.","Wed, 06 May 2026 21:16:00 +0900"
"[포토] 김윤식, 9회 등판 역투!",https://www.sportschosun.com/baseball/2026-05-06/202605060100031810002083,https://m.sports.naver.com/kbaseball/article/076/0004402707,6일 잠실<b>야구</b>장에서 열린 두산과 LG의 경기. 9회초 LG 김윤식이 역투하고 있다. 잠실=허상욱 기자 /2026.05.06/,"Wed, 06 May 2026 21:16:00 +0900"
돌아온 김윤식[포토],https://www.xportsnews.com/article/2145601,https://m.sports.naver.com/kbaseball/article/311/0002007788,"6일 오후 서울 송파구 잠실<b>야구</b>장에서 열린 '2026 신한 SOL Bank KBO리그' 두산 베어스와 LG 트윈스의 경기, 9회초 LG 김윤식이 역투하고 있다.","Wed, 06 May 2026 21:15:00 +0900"
"오승환 아들 서준, 아빠 투구폼 완벽 재현…'<b>야구</b> 천재' 탄생하나 (슈돌...",https://www.xportsnews.com/article/2145598,https://m.entertain.naver.com/article/311/0002007787,오승환은 &quot;앞으로 크면서 <b>야구</b>를 많이 접할 것 같은데 그런 부분이 많이 기특하고 대견하다. 성장을 어떻게 할지는 모르겠지만 기대가 된다&quot;라며 기대감을 드러냈다. 김종민도 &quot;확실히 <b>야구</b> DNA가 있는 것 같다. 서준이가... ,"Wed, 06 May 2026 21:15:00 +0900"
마운드 오른 김명신,https://www.newsis.com/view/NISI20260506_0021274261,https://m.sports.naver.com/kbaseball/article/003/0013929401,"6일 오후 서울 송파구 잠실<b>야구</b>장에서 열린 2026 KBO리그 두산 베어스와 LG 트윈스의 경기, 8회말 두산 투수 김명신이 마운드에 올라 공을 던지고 있다. 2026.05.06. 20hwan@newsis.com","Wed, 06 May 2026 21:14:00 +0900"
"프로<b>야구</b> 롯데-kt전, 화재로 경기 중단…23분 만에 재개",https://news.tvchosun.com/site/data/html_dir/2026/05/06/2026050690328.html,https://n.news.naver.com/mnews/article/448/0000609273?sid=102,프로<b>야구</b> 롯데 자이언츠-kt wiz 경기 도중 인근 화재로 인한 연기가 경기장 안으로 들어오며 23분간 중단됐다 재개됐다. 경기장 외부 분리수거장에서 화재가 발생해 연기가 바람을 타고 <b>야구</b>장으로 들어온 것으로... ,"Wed, 06 May 2026 21:14:00 +0900"
2루타 날린 오지환,https://www.newsis.com/view/NISI20260506_0021274259,https://m.sports.naver.com/kbaseball/article/003/0013929403,"6일 오후 서울 송파구 잠실<b>야구</b>장에서 열린 2026 KBO리그 두산 베어스와 LG 트윈스의 경기, 8회말 1사 1루에서 LG 오지환이 2루타를 날린 후 세리머니를 하고 있다. 2026.05.06. 20hwan@newsis.com","Wed, 06 May 2026 21:14:00 +0900"
강력투구 선보이는 우강훈,https://www.news1.kr/photos/7892544,https://m.sports.naver.com/kbaseball/article/421/0008929807,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, LG 우강훈이 8회초 등판해 투구하고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:14:00 +0900"
임찬규에 이어 등판한 이정용,https://www.news1.kr/photos/7892536,https://m.sports.naver.com/kbaseball/article/421/0008929813,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, LG 이정용이 7회초 등판해 투구하고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:14:00 +0900"
두 번째 투수로 등판한 이정용,https://www.news1.kr/photos/7892535,https://m.sports.naver.com/kbaseball/article/421/0008929814,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, LG 이정용이 7회초 등판해 투구하고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:14:00 +0900"
전력투구하는 이정용,https://www.news1.kr/photos/7892534,https://m.sports.naver.com/kbaseball/article/421/0008929815,"6일 서울 송파구 잠실<b>야구</b>장에서 열린 프로<b>야구</b> '2026 신한은행 SOL KBO리그' 두산 베어스와 LG 트윈스의 경기, LG 이정용이 7회초 등판해 투구하고 있다. 2026.5.6/뉴스1","Wed, 06 May 2026 21:14:00 +0900"
